feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54
64816,0,1980,4,2,10,6,6,4,2,5,3.5,3.5,1.5,0,5,2.5,2.5,2.5,2,10,6,6,4,0,2,1,1,1,10,5,5,10,0,25,12,23,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
64816,0,1980,4,2,10,6,6,4,2,5,3.5,3.5,1.5,0,5,2.5,2.5,2.5,2,10,6,6,4,0,2,1,1,1,2,2,0,2,2,22,22,5,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
723190,0,42330,1,6,71,30.6,16,25.81937257,1,71,20.6,9,25.66398254,0,18,3.6,0,7.2,6,71,30,16,25.36927275,-17,71,17,9,29.18218635,51,1,18,48,-17,52,0,56,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
723190,0,42330,1,6,71,30.6,16,25.81937257,1,71,20.6,9,25.66398254,0,18,3.6,0,7.2,6,71,30,16,25.36927275,-17,71,17,9,29.18218635,6,6,0,6,6,6,388,14,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
723190,0,42330,1,6,71,30.6,16,25.81937257,1,71,20.6,9,25.66398254,0,18,3.6,0,7.2,6,71,30,16,25.36927275,-17,71,17,9,29.18218635,9,9,0,9,9,9,247,6,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
723190,0,42330,1,6,71,30.6,16,25.81937257,1,71,20.6,9,25.66398254,0,18,3.6,0,7.2,6,71,30,16,25.36927275,-17,71,17,9,29.18218635,71,71,0,71,71,21,0,68,0,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13
723190,0,42330,1,6,71,30.6,16,25.81937257,1,71,20.6,9,25.66398254,0,18,3.6,0,7.2,6,71,30,16,25.36927275,-17,71,17,9,29.18218635,16,16,0,16,16,1,132,12,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
25599,2023,1835,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,191,2,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25599,2023,1835,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,605,1,0,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,20,1,6,19,-5,64,168,3,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,242,242,0,242,242,20,224,63,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,107,107,0,107,107,9,235,44,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,35
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,451,71,380,435,-309,35,160,1066,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,118,4,28,104,-24,63,139,48,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,22,9,13,22,-4,28,181,4,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,955,238,717,882,-479,33,192,536,0,21,0,0,0,0,0,1,0,1,0,0,0,0,0,0,58
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,14,9,5,12,4,29,0,2,0,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,58,58,0,58,58,19,209,87,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,92,67,25,90,42,25,0,2,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,112,73,39,111,34,25,19,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,17,17,0,17,17,4,183,1,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9
2191816,1,138657,4,0,955,169.8461538,92,255.7167442,0,242,68.92307692,58,80.18868282,0,717,93.30769231,6,205.4014398,0,882,161.4615385,90,237.6379325,-479,242,-24.38461538,4,174.1818406,0,0,0,0,0,0,178,30,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18
17983668,1315,239638,17,10,42,27.66666667,31,13.27487183,6,13,8.333333333,6,3.299831646,4,36,19.33333333,18,13.0979218,10,39,26,29,12.0277457,-30,2,-11,-5,13.73559852,10,6,4,10,2,28,0,12,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
17983668,1315,239638,17,10,42,27.66666667,31,13.27487183,6,13,8.333333333,6,3.299831646,4,36,19.33333333,18,13.0979218,10,39,26,29,12.0277457,-30,2,-11,-5,13.73559852,42,6,36,39,-30,42,192,77,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
17983668,1315,239638,17,10,42,27.66666667,31,13.27487183,6,13,8.333333333,6,3.299831646,4,36,19.33333333,18,13.0979218,10,39,26,29,12.0277457,-30,2,-11,-5,13.73559852,31,13,18,29,-5,29,292,63,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
92385,88,34785,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,182,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25723,0,3586,2,3,8,5.5,5.5,2.5,3,8,5.5,5.5,2.5,0,0,0,0,0,3,8,5.5,5.5,2.5,3,8,5.5,5.5,2.5,3,3,0,3,3,9,131,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
25723,0,3586,2,3,8,5.5,5.5,2.5,3,8,5.5,5.5,2.5,0,0,0,0,0,3,8,5.5,5.5,2.5,3,8,5.5,5.5,2.5,8,8,0,8,8,18,105,4,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
1576517,0,33793,14,5,5,5,5,0,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,5,5,5,5,0,5,5,0,5,5,3,164,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
192885,1,2647,24,4,25,12,7,9.273618495,3,25,11.66666667,7,9.56846673,0,1,0.333333333,0,0.471404521,4,25,12,7,9.273618495,2,25,11.33333333,7,9.877021593,25,25,0,25,25,5,73,35,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12
192885,1,2647,24,4,25,12,7,9.273618495,3,25,11.66666667,7,9.56846673,0,1,0.333333333,0,0.471404521,4,25,12,7,9.273618495,2,25,11.33333333,7,9.877021593,4,3,1,4,2,25,625,28,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
192885,1,2647,24,4,25,12,7,9.273618495,3,25,11.66666667,7,9.56846673,0,1,0.333333333,0,0.471404521,4,25,12,7,9.273618495,2,25,11.33333333,7,9.877021593,7,7,0,7,7,2,661,15,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
16320179,0,783609,2,808,808,808,808,0,808,808,808,808,0,0,0,0,0,0,808,808,808,808,0,808,808,808,808,0,808,808,0,808,808,5,42,20736,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,646
2446860,267,38579,17,2,6,4,4,2,1,2,1.5,1.5,0.5,0,5,2.5,2.5,2.5,2,5,3.5,3.5,1.5,-4,2,-1,-1,3,2,2,0,2,2,14,72,10,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2446860,267,38579,17,2,6,4,4,2,1,2,1.5,1.5,0.5,0,5,2.5,2.5,2.5,2,5,3.5,3.5,1.5,-4,2,-1,-1,3,6,1,5,5,-4,47,0,26,0,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2038026,0,64880,18,53,53,53,53,0,53,53,53,53,0,0,0,0,0,0,53,53,53,53,0,53,53,53,53,0,53,53,0,53,53,7,92,475,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,92
51129,0,2907,13,0,9,3.6,3,3.006659276,0,5,1.8,0,2.227105745,0,4,1.8,2,1.6,0,9,3.6,3,3.006659276,-3,4,0,0,2.449489743,3,0,3,3,-3,37,93,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
51129,0,2907,13,0,9,3.6,3,3.006659276,0,5,1.8,0,2.227105745,0,4,1.8,2,1.6,0,9,3.6,3,3.006659276,-3,4,0,0,2.449489743,9,5,4,9,1,25,92,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
51129,0,2907,13,0,9,3.6,3,3.006659276,0,5,1.8,0,2.227105745,0,4,1.8,2,1.6,0,9,3.6,3,3.006659276,-3,4,0,0,2.449489743,2,0,2,2,-2,30,90,4,0,23,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
51129,0,2907,13,0,9,3.6,3,3.006659276,0,5,1.8,0,2.227105745,0,4,1.8,2,1.6,0,9,3.6,3,3.006659276,-3,4,0,0,2.449489743,4,4,0,4,4,5,0,2,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
51129,0,2907,13,0,9,3.6,3,3.006659276,0,5,1.8,0,2.227105745,0,4,1.8,2,1.6,0,9,3.6,3,3.006659276,-3,4,0,0,2.449489743,0,0,0,0,0,0,179,53,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
3432568,0,36997,9,5,9,7.4,8,1.356465997,0,9,3.6,1,3.666060556,0,7,1.8,0,2.712931993,4,9,7.2,8,1.720465053,-6,9,1.8,1,5.564171097,9,9,0,9,9,8,171,2,0,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3432568,0,36997,9,5,9,7.4,8,1.356465997,0,9,3.6,1,3.666060556,0,7,1.8,0,2.712931993,4,9,7.2,8,1.720465053,-6,9,1.8,1,5.564171097,8,0,2,8,-2,58,87,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3432568,0,36997,9,5,9,7.4,8,1.356465997,0,9,3.6,1,3.666060556,0,7,1.8,0,2.712931993,4,9,7.2,8,1.720465053,-6,9,1.8,1,5.564171097,5,1,0,4,1,54,162,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3432568,0,36997,9,5,9,7.4,8,1.356465997,0,9,3.6,1,3.666060556,0,7,1.8,0,2.712931993,4,9,7.2,8,1.720465053,-6,9,1.8,1,5.564171097,7,7,0,7,7,1,58,4,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
3432568,0,36997,9,5,9,7.4,8,1.356465997,0,9,3.6,1,3.666060556,0,7,1.8,0,2.712931993,4,9,7.2,8,1.720465053,-6,9,1.8,1,5.564171097,8,1,7,8,-6,38,176,5,0,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
882710,0,2939,16,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,0,0,0,0,0,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,0,0,0,0,0,8,114,1,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
882710,0,2939,16,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,0,0,0,0,0,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,0,0,0,0,0,5,113,1,0,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
882710,0,2939,16,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,0,0,0,0,0,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,6,6,0,6,6,10,132,18,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
882710,0,2939,16,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,0,0,0,0,0,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,1,1,0,1,1,19,55,1,0,23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
882710,0,2939,16,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,0,0,0,0,0,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,52,52,0,52,52,7,10,4,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13
882710,0,2939,16,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,0,0,0,0,0,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,10,10,0,10,10,9,170,18,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
882710,0,2939,16,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,0,0,0,0,0,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,0,0,0,0,0,0,187,13,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
882710,0,2939,16,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,0,0,0,0,0,0,52,8.875,1.5,16.63909177,0,52,8.875,1.5,16.63909177,2,2,0,2,2,9,108,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3838908,0,2765,12,3,3,3,3,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,-2,-2,-2,-2,0,3,0,2,2,-2,55,130,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
96918,100,4495,8,0,8,4.8,6,2.925747768,0,7,3.4,3,2.727636339,0,7,1.4,0,2.8,0,8,4.8,6,2.925747768,-6,7,2,3,4.69041576,3,3,0,3,3,18,62,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
96918,100,4495,8,0,8,4.8,6,2.925747768,0,7,3.4,3,2.727636339,0,7,1.4,0,2.8,0,8,4.8,6,2.925747768,-6,7,2,3,4.69041576,0,0,0,0,0,7,53,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
96918,100,4495,8,0,8,4.8,6,2.925747768,0,7,3.4,3,2.727636339,0,7,1.4,0,2.8,0,8,4.8,6,2.925747768,-6,7,2,3,4.69041576,8,1,7,8,-6,29,85,14,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
96918,100,4495,8,0,8,4.8,6,2.925747768,0,7,3.4,3,2.727636339,0,7,1.4,0,2.8,0,8,4.8,6,2.925747768,-6,7,2,3,4.69041576,6,6,0,6,6,8,38,1,0,23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
96918,100,4495,8,0,8,4.8,6,2.925747768,0,7,3.4,3,2.727636339,0,7,1.4,0,2.8,0,8,4.8,6,2.925747768,-6,7,2,3,4.69041576,7,7,0,7,7,14,65,2,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,1,1,0,1,1,22,125,1,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,0,0,0,0,0,69,44,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,1,1,0,1,1,12,131,1,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,1,1,0,1,1,15,66,30,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,0,0,0,0,0,1,30,1,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,1,0,1,1,-1,43,61,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,0,0,0,0,0,37,36,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,0,0,0,0,0,61,50,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,0,0,0,0,0,40,76,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,1,1,0,1,1,9,50,1,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,2,0,1,2,-1,53,105,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,0,0,0,0,0,14,75,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,22,0,22,22,-22,38,47,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,1,1,0,1,1,4,103,1,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,1,1,0,1,1,16,185,3,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,5,5,0,5,5,1,85,19,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,0,0,0,0,0,21,52,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,1,1,0,1,1,5,35,6,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,4,1,3,4,-2,29,13,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,2,0,2,2,-2,38,52,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,1,1,0,1,1,24,147,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,4,0,4,4,-4,41,103,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,3,3,0,3,3,19,161,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,5,2,1,2,1,55,94,27,0,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,3,3,0,3,3,23,54,16,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,1,1,0,1,1,5,37,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,38,38,0,38,38,20,16,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,15,15,0,15,15,11,101,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,1,0,1,1,-1,44,78,1,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,2,2,0,2,2,9,104,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,69,4,25,60,-21,56,144,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,3,0,3,3,-3,41,25,5,0,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,4,1,3,4,-2,36,20,26,0,19,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,3,3,0,3,3,6,80,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,3,3,0,3,3,9,92,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
410589,0,35208,9,0,69,6.189655172,1,12.2114374,0,38,4,1,8.584267888,0,25,1.448275862,0,4.727660403,0,60,5.982758621,1,11.4568025,-22,38,2.551724138,1,10.11174192,0,0,0,0,0,35,125,2,0,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
